Cliente,Edad,Score,Saldo
15742613,42,773,15232.466
15651063,37,524,12748.058
15683124,53,713,11502.939999999999
15618314,40,676,11400.578
15670823,42,651,11664.676
15607133,49,717,11086.438
15615012,23,594,15626.759
15725141,44,716,10952.828
15623560,35,668,10248.276
15693018,23,678,11556.371000000001
15647474,40,613,9562.436
15585047,28,715,16037.660999999998
15743976,41,618,3770.279
15793881,35,721,11827.383
15576517,34,445,13108.217
15631072,38,690,9445.6
15692002,33,538,9379.138
15758035,61,747,15597.313
15617518,36,675,8940.994999999999
15651802,39,632,9785.437
15729668,29,521,6028.062
15741728,36,591,13521.679999999998
15576676,28,706,12492.335000000001
15765520,27,769,18861.407
15656726,32,771,6232.162
15647842,48,601,12078.27
15719309,42,670,11596.158
15748718,28,517,11506.261
15594404,49,834,16060.225
15751158,42,571,10882.534
15593470,36,576,16628.785
15695129,31,718,15266.376999999999
15640865,31,636,8084.469
15714080,40,566,9700.136
15801466,39,574,12252.461
15750248,35,619,13229.263
15781553,49,760,9150.299
15674811,29,739,5938.598
15722578,21,685,9795.65
15662955,27,697,14122.367999999999
15770309,18,656,15176.274
15657386,43,712,14174.973999999998
15777797,38,689,7507.514
15783955,25,697,16568.610999999997
15591932,32,680,9296.161
15595303,46,736,13081.291000000001
15634950,57,657,10717.458
15685372,54,350,15267.748000000001
15745827,30,617,13200.577
15604804,33,516,12730.55
15723053,32,504,17029.122
15661528,47,583,10256.223
15754177,53,712,11106.100999999999
15708048,34,631,12437.914
15600110,41,506,5774.576
15651533,50,570,12929.374
15655574,40,698,15077.710000000001
15585067,31,634,10863.248
15675501,59,616,15386.11
15633233,56,500,10037.458
15659105,47,669,6119.654
15575409,31,581,11689.172
15752342,54,704,13365.691
15654851,44,748,9291.152
15741429,31,680,11982.575
15682356,37,655,11185.284
15806447,32,690,10668.352
15800229,40,695,13902.223999999998
15663441,40,700,14857.107
15775082,42,749,12977.672
15716994,24,559,11473.992
15586880,41,594,12254.564999999999
15780835,26,652,13190.835000000001
15675896,42,680,10572.269
15569178,18,570,8276.742
15731478,42,712,8784.297999999999
15811236,39,705,13326.113000000001
15662758,41,620,9792.511
15572093,24,613,14045.391
15713826,20,613,11735.619
15589348,37,850,13720.476999999999
15758836,36,675,5409.818
15809006,23,602,11375.848
15744614,37,541,11863.692
15700255,44,814,9548.882000000001
15669410,30,683,11082.952000000001
15807595,51,485,14424.458999999999
15664523,31,696,12202.192
15750466,42,790,8583.962
15739054,29,654,9697.497
15612771,35,452,14817.244
15567993,28,828,13476.685000000001
15617603,30,850,12321.056
15744983,47,712,13988.701000000001
15630419,44,634,14996.110999999999
15738828,45,730,15288.097
15778025,43,685,10858.947
15684269,35,707,5667.448
15725024,33,805,10566.356
15624391,30,595,10068.354
15612627,29,627,13954.158
15574879,37,631,12180.172
15745107,38,776,11228.17
15675320,40,758,9349.982
15643824,33,637,13225.598999999998
15680727,49,735,12197.328
15752508,32,614,9946.28
15808846,21,672,16587.876
15727251,30,642,11749.427
15663489,29,633,13857.734
15596414,41,796,10752.507000000001
15730639,23,715,13922.492000000002
15672132,42,695,12145.363000000001
15578603,54,584,7735.437
15682533,39,850,7925.999000000001
15772995,30,529,11629.528999999999
15659486,34,586,7430.981
15568963,34,674,15279.789999999999
15703820,42,552,13370.107
15569410,33,601,11443.018
15632256,29,541,12750.457
15724466,41,744,8411.341
15777639,23,595,10112.666000000001
15802501,33,724,10356.483
15670702,37,618,16817.821
15704763,39,523,14390.310999999998
15645544,30,642,12975.369
15701121,38,521,11064.117999999999
15796313,36,662,16690.920000000002
15815660,34,758,15413.945000000002
15602844,38,717,9745.905999999999
15770101,43,766,11208.804
15770525,28,760,14103.857
15684267,39,607,8446.867
15689980,36,725,11852.026
15633260,37,600,14266.346
15756471,27,656,11862.716
15721303,34,640,13752.302
15802256,28,439,11097.623
15725664,38,549,10728.34
15701946,34,715,12431.445
15748947,41,657,9585.837
15642002,35,554,11770.717999999999
15693381,38,533,13528.932999999999
15607691,36,658,17406.046
15589380,40,713,11444.684
15753549,25,669,15784.853
15625641,74,697,10807.136
15776467,35,702,1426.28
15746451,41,686,10274.972
15777922,36,629,16175.787
15757648,35,683,9569.878999999999
15677173,37,555,12496.913
15764170,44,647,9396.035
15610446,51,714,8830.886999999999
15774931,30,452,11293.587
15779247,24,683,9856.710000000001
15707078,26,577,18053.051
15605263,33,552,14093.157000000001
15607381,31,769,14891.372
15770435,50,639,11533.532000000001
15595221,33,850,13467.813
15613471,31,579,9054.748
15583499,32,510,10332.478
15752816,29,531,11459.058
15804075,36,628,9128.651
15800517,32,633,16334.011999999999
15712319,45,714,15090.029
15797389,23,604,12457.733
15779390,31,850,9129.27
15711219,57,788,9371.672
15770498,37,798,11172.308
15678727,45,770,11076.568
15573893,25,569,17345.945
15740104,22,425,16964.973
15605275,45,725,11691.707
15804394,32,663,13062.766
15694188,46,700,5658.094999999999
15583718,38,696,14231.614000000001
15619343,56,561,15275.9
15758813,39,350,10973.32
15761374,54,706,11744.451
15569209,34,464,7600.157000000001
15788539,34,501,10774.757000000001
15769346,36,587,13499.749
15758845,37,590,6434.521
15685844,35,518,14166.563
15587581,33,785,13662.460000000001
15633640,52,799,16120.966
15573741,38,698,9501.092
15633574,41,730,16754.532
15711455,36,740,10904.460000000001
15570601,47,785,12203.155
15690925,29,527,2775.597
15709338,29,544,11856.055
15778190,28,639,9784.072
15786852,38,565,15865.129
15726494,44,481,17530.306
15641183,25,731,9695.021
15805312,45,607,12385.960000000001
15740164,33,715,8522.784
15574947,36,656,9778.608
15597909,33,652,12813.599
15734999,36,634,8599.619
15766686,39,659,10450.211
15590268,35,529,9577.297
15763055,31,572,9810.878999999999
15664754,39,640,13160.728
15643630,55,770,6312.741
15811314,36,589,14035.556
15670602,24,790,10741.827000000001
15566958,39,667,16755.712
15680918,34,613,11730.002
15716324,23,665,14367.289999999999
15773487,31,634,7679.892
15783398,49,535,11530.975
15649418,29,776,17817.104
15629078,45,850,12725.878999999999
15677382,69,625,10756.996000000001
15566843,20,535,13487.439999999999
15811261,42,617,7010.5869999999995
15576644,29,687,7893.914999999999
15750264,30,757,10512.885
15741554,31,746,11383.627
15812198,48,543,10090.05
15699772,40,428,12924.811
15744105,28,768,10911.805
15638355,35,658,12639.766
15805637,36,625,10854.616
15629575,36,717,14806.189000000002
15586243,44,667,12227.787
15647782,36,729,15289.923999999999
15716609,54,484,13438.810999999998
15623791,40,632,10974.062
15627262,23,536,9236.672
15652693,26,573,12910.902
15815560,74,666,10510.25
15584930,30,726,11137.532000000001
15810457,33,728,15041.214000000002
15697879,30,701,15666.072
15594902,38,518,9095.780999999999
15799710,37,739,10496.046
15659651,31,531,11705.282000000001
15645956,44,452,8891.585000000001
15651713,45,684,14807.139000000001
15737265,39,728,15218.283
15607347,22,734,13005.623
15698321,34,648,9503.973
15681562,43,516,11277.373
15615456,37,680,12380.628
15589793,53,604,14445.375
15781884,27,624,9466.729
15600734,51,624,17439.720999999998
15779176,58,565,10888.824
15605286,55,565,11880.335000000001
15674922,54,710,17113.762
15780514,33,707,13667.851999999999
15623647,36,655,13551.576000000001
15668472,24,705,17779.983
15692416,52,358,14354.235999999999
15771139,34,578,14748.723000000002
15738318,40,800,9776.441
15638463,48,681,13948.018
15693468,39,488,14055.346
15762268,41,666,14116.207999999999
15780954,26,582,6584.836
15700174,30,733,8331.928
15679283,33,694,12973.164
15792329,37,494,10710.633
15630913,69,476,10530.373
15756680,28,667,16579.81
15737605,45,531,12649.557
15627876,47,719,11639.359
15772601,41,845,8173.374000000001
15657107,46,563,10617.168
15622454,28,695,9602.086
15570859,36,626,18167.116
15748381,29,613,18570.928
15787189,60,824,13425.017000000002
15617648,44,584,9567.175
15624781,34,672,14215.175
15779497,43,603,12782.393
15567399,43,633,14416.429
15613656,58,842,6349.294
15799350,41,632,10613.446
15729970,29,684,12726.975
15725835,32,785,12449.303
15727384,43,705,14654.778
15666916,43,639,9961.092
15732917,46,729,11783.742999999999
15612050,48,556,16852.237
15726267,32,570,11733.753999999999
15780124,74,841,10813.153
15742238,35,705,13649.612
15679024,32,553,11632.453
15715297,40,779,7547.022999999999
15633612,28,696,17264.682
15696703,27,691,16035.867999999999
15756668,30,706,9841.537
15565779,30,627,5780.932
15795519,18,716,12874.380000000001
15761477,24,501,13080.642
15731890,41,601,12397.116
15666043,33,520,15629.757999999998
15591357,51,765,12337.23
15658716,37,667,9217.135
15634262,34,709,14837.519
15756875,34,782,14742.244
15678146,24,668,17396.232
15595831,64,579,14521.543
15626684,38,547,16753.997
15709846,39,840,9496.897
15635459,27,667,10611.65
15733429,34,520,12001.886
15814536,37,549,11254.153999999999
15771702,35,567,16611.845
15723008,45,720,10288.24
15792222,37,712,10688.15
15644765,26,689,12072.797
15610686,63,850,16983.257
15705991,38,469,11359.942
15747980,38,737,14628.279
15710295,38,445,11941.362
15724443,29,703,12208.463
15571305,35,588,10306.063
15772262,37,545,11048.386
15767794,31,744,12071.828
15629338,31,658,3656.696
15790379,28,629,10860.1
15805303,44,661,14113.662
15741385,45,710,10823.136999999999
15744843,34,569,14485.534
15815626,63,640,6843.245
15784736,45,562,13685.524
15813412,55,721,4402.089
15809143,32,456,13306.063
15668669,36,423,9766.561
15687477,28,594,18501.302
15687658,52,716,6597.161
15615020,41,595,15046.310999999998
15672945,37,661,13642.518
15757408,38,655,25089.809
15806132,55,555,14679.881
15673578,40,611,12848.691
15689168,37,531,14340.729000000001
15593295,57,548,7616.565
15802351,33,755,9056.03
15630241,61,594,6239.122
15659931,55,637,12337.82
15714586,42,646,9983.647
15634949,74,593,16143.435999999998
15795990,48,722,13831.176000000001
15686255,35,738,10174.484
15718893,54,404,12545.607
15651554,54,618,11844.921
15732740,32,765,17809.555
15723320,25,651,10917.514
15603851,32,704,12778.517
15703482,34,710,13426.035999999998
15605835,37,743,6914.3910000000005
15664881,34,702,10005.477
15792660,38,614,11624.888
15599722,43,609,8605.352
15726354,32,688,12315.795
15610355,44,713,6343.8910000000005
15704284,57,736,9529.539
15621893,18,727,13355.067000000001
15588219,38,850,10687.181
15688619,45,718,10526.632000000001
15765518,51,643,10522.953
15616931,41,653,10276.842
15782591,35,690,11268.994999999999
15612109,38,819,12233.426
15639322,33,633,13784.741
15594349,49,850,12248.647
15574167,33,665,10128.611
15648794,57,836,10124.706
15771211,38,668,8697.796
15630698,55,745,11012.359
15694200,36,693,17811.182
15721426,65,606,12630.664
15725997,35,660,10076.877
15685706,40,731,11899.179
15641835,72,683,14099.726
15569678,32,561,16682.459
15793842,34,700,7632.269
15794479,77,767,14908.37
15780846,33,787,12658.881
15805260,56,705,14324.967
15621629,43,773,8184.491
15747174,58,526,19029.889000000003
15651585,35,661,11721.217999999999
15633108,26,646,13984.817000000001
15769254,34,757,10186.136
15704746,35,699,16745.566
15609562,43,774,11636.007000000001
15787459,40,745,8846.682
15738605,46,634,12364.236
15730735,38,713,7228.683999999999
15730397,40,739,10968.161
15762169,37,556,14501.864000000001
15799211,32,708,18748.763
15798310,35,480,16569.291
15609998,59,700,13764.841
15583548,47,525,11856.0
15761763,33,845,16438.553
15764409,37,613,10828.65
15791700,47,773,11807.947
15670753,35,614,12728.378
15770174,29,762,14138.905999999999
15641114,37,701,13009.15
15682435,35,600,14374.476999999999
15751788,28,850,9740.803
15672598,30,613,11192.744999999999
15731507,33,456,18828.568
15809826,46,728,10970.552
15769917,34,673,12712.278999999999
15641850,40,717,9824.104
15770974,37,741,17084.007999999998
15803749,41,498,8754.106
15684999,26,850,6261.096
15627484,47,686,11332.893
15610337,35,666,10483.249
15752488,31,733,10228.985
15610056,34,631,12522.782000000001
15806049,49,714,14051.089000000002
15736069,35,767,13225.322
15763662,43,711,3904.329
15691723,55,631,9968.506
15774098,38,701,12538.549
15750808,46,790,13136.537
15744368,58,633,9830.850999999999
15756125,44,757,14085.616
15795954,35,746,17227.401
15791268,38,565,12244.776
15633930,56,648,15755.958999999999
15712849,41,632,12655.07
15639077,30,622,15858.482
15808784,28,835,16356.961
15670345,33,785,12721.145
15633112,42,681,11819.997
15714397,30,621,10101.408
15780038,38,756,11920.885
15578799,58,625,5377.273
15785485,41,595,13887.881
15783958,37,539,13092.280999999999
15631333,25,677,13086.619
15604782,33,733,18725.794
15585533,36,679,14773.364000000001
15630551,33,696,16313.927
15776631,36,466,11954.015
15762216,41,686,12955.376
15681402,61,763,6610.189
15586264,43,572,14043.198
15629323,37,617,11647.143
15777553,56,659,12378.524000000001
15622217,38,538,8875.895
15703588,25,665,15361.182999999999
15570835,57,491,11204.472
15679299,27,726,12382.607
15808044,65,580,10680.426
15684951,59,542,6889.277
15582960,33,473,12582.742999999999
15778320,40,848,14849.564000000002
15642787,37,572,13304.366
15624633,45,702,7498.9580000000005
15766765,39,664,6026.323
15783615,50,630,12937.091
15640161,44,618,15795.582999999999
15579166,30,619,7072.9169999999995
15778157,27,598,9072.152
15801265,45,689,5778.4220000000005
15589204,33,591,13176.572
15582714,47,749,11002.274000000001
15797595,40,709,13156.963
15614034,61,607,16452.35
15763171,25,650,11433.095
15647266,45,651,13592.316
15635078,45,714,12469.348
15680141,35,759,14793.642000000002
15602034,34,697,12655.892
15732020,57,610,10693.811
15611029,33,488,14000.235
15621210,46,599,12344.472
15569222,32,781,14710.791000000001
15664639,19,645,12851.484
15644621,40,597,10675.600999999999
15624388,50,649,15539.332
15627212,36,630,11041.448
15681446,37,636,15709.851999999999
15775888,38,593,8562.66
15749019,45,545,9379.642
15784676,51,583,12526.803
15748116,29,681,14814.384
15612193,29,762,11554.533
15613713,30,644,4492.888
15639415,35,850,16244.235
15614929,28,508,9621.382000000001
15695492,29,439,15656.943
15581440,48,724,11046.325
15654390,33,640,15457.576000000001
15647975,26,651,14703.732
15595728,41,523,11927.631
15735388,25,717,10866.485
15765902,38,706,16303.482
15642345,49,714,9305.934
15641250,38,794,17958.131
15706163,46,518,11362.592999999999
15746708,55,589,11996.148
15775203,45,824,12920.948
15787907,42,719,13722.704000000002
15646764,58,617,11902.475
15678284,35,651,7462.35
15726791,45,637,15792.945000000002
15813144,26,554,9260.686
15669342,35,731,12786.293
15614934,37,625,14271.181
15665438,43,669,16315.985
15644896,32,663,10858.686
15670205,41,518,11062.499
15635776,43,686,15484.624
15791053,45,709,12291.771
15796343,31,707,8278.793
15751057,32,701,10250.034
15682600,39,620,15949.279
15708212,54,648,11824.102
15650258,35,479,11309.039999999999
15604345,22,730,6576.357000000001
15578297,43,737,12553.738000000001
15671789,31,616,9426.391
15726186,29,639,13343.457
15637650,50,549,9474.876
15606267,38,622,9864.074
15625904,26,624,7468.19
15774151,41,614,17991.585
15693259,30,676,12820.723
15642468,42,697,13273.926000000001
15728352,27,623,12050.981
15637240,46,541,12454.713
15778395,34,762,8881.556
15711825,35,655,8223.151
15599251,32,602,18471.586
15657342,28,850,14797.219000000001
15672374,52,672,17000.884
15633877,42,706,9538.682
15672516,51,541,9037.328
15607827,34,711,13346.776999999998
15646539,31,531,9628.826
15756901,26,641,9154.784
15809286,37,631,13829.264000000001
15725039,32,702,7166.774
15579130,43,708,11899.484
15735522,37,654,14561.007000000001
15613326,33,596,13816.280999999999
15739502,31,549,13502.020999999999
15604073,25,815,13516.167000000001
15574886,32,706,9448.647
15707120,46,850,11764.039
15800845,33,732,11137.955
15722765,57,580,13682.098999999998
15783305,46,593,9875.251
15574842,25,653,15826.642000000002
15607837,29,746,10559.967
15630167,39,684,13972.39
15759038,41,793,14180.645999999999
15661821,49,798,13257.167000000001
15728006,40,524,18051.69
15689351,41,742,9280.572
15769064,39,537,13530.935999999998
15718153,74,759,12891.784
15613189,52,774,5658.093
15661734,42,608,13139.075
15792525,61,628,9736.166000000001
15572461,29,663,10271.465
15654409,34,665,6781.6720000000005
15568025,51,758,8171.046
15715769,26,621,7523.753999999999
15667458,28,764,12402.318
15567980,46,537,10072.75
15679294,46,589,10723.885
15578825,29,734,13999.466
15619935,59,783,12622.487
15636089,51,678,14575.103
15591766,25,607,12116.689
15756920,63,576,7065.548
15726403,41,660,12990.121000000001
15592765,40,637,12547.081
15704442,53,672,16940.632999999998
15725818,40,583,10704.130000000001
15612071,32,763,9515.377
15719809,32,516,14516.609
15742210,38,700,6596.263000000001
15630617,36,727,14041.881
15720838,31,689,13979.963
15595537,49,626,17178.784
15623196,38,686,14923.897
15679249,57,351,16314.645999999999
15617136,38,451,6148.247
15760294,41,512,14515.028
15652808,41,774,12667.037
15657139,40,652,8439.08
15803790,37,638,8972.886
15672610,40,567,11862.880000000001
15587735,39,850,9686.313
15659501,38,753,14226.345000000001
15776824,28,714,12272.437
15633141,35,696,17490.226000000002
15778155,31,520,10891.417
15715920,23,782,9805.266
15671917,46,666,12387.319
15666548,56,466,11192.013
15634974,37,614,7515.034
15753370,38,691,11475.376
15583364,32,476,11187.193
15720284,37,607,13592.706
15661974,46,677,5703.773999999999
15607993,52,625,7946.896000000001
15693267,34,679,12106.385
15769522,51,734,11853.747
15598175,26,592,10508.207
15577064,36,592,10470.265
15759436,50,758,9581.376
15690231,62,612,16702.661
15751561,61,498,10245.326
15739068,25,638,14804.545000000002
15738411,34,505,10449.878999999999
15654106,26,604,14954.251999999999
15621653,29,716,8794.639
15598086,45,624,6863.957
15752300,47,607,14882.632000000001
15631838,61,606,10816.609
15803804,35,717,10321.471000000001
15578809,40,651,13476.020999999999
15723706,33,573,9012.464
15569571,46,584,8736.102
15769703,45,550,11125.759
15679770,61,611,13158.359
15791102,41,549,9502.08
15709487,34,668,8024.236999999999
15634772,59,682,12266.139
15756560,46,599,8174.284
15739357,30,756,14512.785
15771540,38,755,14891.244
15714634,26,837,8990.024000000001
15727021,30,727,11902.728
15650670,40,567,10522.286
15729763,34,655,11611.492999999999
15646566,58,763,18791.155
15672144,38,667,14443.204000000002
15596088,50,705,7706.589999999999
15614878,29,660,18052.029000000002
15775905,47,612,13002.487
15700657,40,641,11008.669
15611905,31,513,17485.345999999998
15652527,44,680,10872.498
15785865,58,711,9128.513
15688691,51,665,11061.041000000001
15592736,54,551,10299.403999999999
15673529,36,645,5989.385
15724145,29,616,14931.855
15704629,32,582,11640.955
15597896,30,365,12776.007000000001
15731790,38,697,13259.135999999999
15703205,46,656,11340.214
15573242,50,691,13695.347
15701096,44,778,12386.364
15710450,22,848,12081.189
15790846,38,634,14843.054999999998
15658956,40,505,4786.969
15755223,53,692,15092.698999999999
15787318,47,537,10316.335000000001
15737310,29,633,13020.628
15763665,28,833,13667.451000000001
15668818,40,592,20032.245000000003
15704844,62,550,8092.755999999999
15683521,28,594,14257.471
15583049,34,643,16042.607
15643752,25,540,11616.023
15620398,34,635,9868.347
15715707,32,657,11882.903
15814209,31,814,11887.092
15729412,38,682,10719.238000000001
15746564,42,566,10801.078
15665221,26,630,12983.772
15640846,58,546,10645.831
15700209,63,486,9700.914999999999
15658360,35,762,12292.942
15602735,45,692,15229.682999999999
15685300,35,603,12899.376
15787026,27,627,18526.745000000003
15788946,29,605,11680.582
15600724,29,567,12975.068
15574324,29,568,12917.701
15707144,25,571,8250.672
15775891,48,634,10724.769
15600879,36,554,15778.092999999999
15681196,35,629,17217.036
15680278,42,661,7536.144
15677435,29,647,9826.346000000001
15581036,40,712,10930.878999999999
15599301,28,538,16436.544
15581548,22,637,9880.0
15586870,27,632,19312.585
15735263,27,736,5152.275
15765322,23,755,8428.448
15687162,51,461,11988.984
15644962,21,745,13791.045000000002
15813439,33,587,10011.682
15604544,40,850,16608.215
15759874,44,532,14859.554999999998
15643658,53,850,9407.897
15815490,40,670,16494.898
15679410,62,729,14054.939999999999
15756241,44,767,15250.925
15688409,28,742,19186.451
15742272,44,669,9641.809
15717898,32,542,13194.594000000001
15635660,30,612,14291.015
15591577,35,584,14631.158
15582325,52,524,8789.426
15693947,19,614,9744.549
15630920,34,724,15448.573999999999
15574910,50,601,11562.507000000001
15756472,25,804,10839.667
15682890,38,745,6509.541
15641994,43,667,10301.845
15733297,38,518,8476.479
15725698,35,520,11568.081
15576760,36,673,7308.806
15732102,27,656,15090.503
15739046,23,850,14305.485
15618765,42,530,9994.845
15679148,44,508,11545.105
15728474,32,558,10823.591
15754261,42,648,9879.561
15721585,29,628,11314.698
15639946,39,597,16253.214000000002
15792176,40,698,9205.344000000001
15600103,29,633,10494.41
15670172,30,622,10787.903999999999
15627352,46,459,11035.642
15585835,34,655,10978.369
15595071,22,696,14977.7
15628203,38,637,10433.956
15667190,21,630,8581.818
15780212,37,592,21269.297
15766869,37,634,8969.684
15628170,32,565,6806.724
15701318,67,763,14856.466
15710928,55,665,13635.416000000001
15682547,38,649,12221.4
15648702,70,775,11968.488000000001
15783444,39,788,13513.932999999999
15809178,42,569,14610.075
15806688,56,726,12311.09
15576824,44,564,11176.039999999999
15675422,32,544,11072.839
15681550,41,614,12155.846000000001
15812628,38,453,12062.321
15597951,58,471,11471.357
15807045,37,829,10345.776
15581748,57,754,10113.487
15770420,46,749,7813.636
15730339,30,670,13344.634
15592816,48,623,10807.633
15641480,32,571,13135.425
15708505,37,641,6297.464
15791131,30,551,14334.044
15618225,36,741,11699.342999999999
15644724,31,472,5866.2919999999995
15662098,41,650,12880.865
15723894,45,625,13755.544
15787699,34,650,14239.310999999998
15576126,41,649,12578.523
15658889,22,689,13644.425
15667046,38,694,12152.74
15669957,52,655,14469.675
15753332,48,401,12814.017
15671124,25,599,12038.341
15720671,42,704,12973.53
15626787,31,698,18507.826
15765806,29,492,14459.196
15591123,68,557,10019.444
15573280,50,646,14529.530999999999
15589018,28,719,10607.028999999999
15654495,47,706,12062.189
15747265,27,598,17128.391
15730433,38,580,12821.847
15715465,28,714,7777.639
15680736,72,597,12497.819
15782468,51,850,10979.955
15776233,61,758,12539.721000000001
15781702,38,733,11134.737
15790235,40,778,10429.141
15641416,61,732,9486.717999999999
15659475,33,597,13570.359
15642202,37,821,10645.353
15771417,43,640,13241.238000000001
15585100,40,511,12440.16
15700487,46,805,11802.206
15726589,39,540,8253.111
15747503,44,705,18455.212
15595883,39,540,12727.831
15624793,23,627,18424.485999999997
15597930,52,646,5966.943
15665110,25,515,7954.3589999999995
15770719,39,697,15155.319
15731327,27,652,16652.788
15576044,28,579,15032.914999999999
15775662,43,760,12191.159
15646817,51,769,15677.378
15596060,29,498,12786.426
15723299,53,774,11370.928
15636982,43,705,7997.455
15780128,33,705,14442.795999999998
15615991,42,654,9926.309
15757001,32,624,7936.887
15600934,52,758,12509.594000000001
15738672,40,737,16248.579999999998
15721307,37,694,9566.882000000001
15643496,34,730,7419.738
15813916,31,622,8968.894
15626385,33,714,10312.133
15764351,59,668,12017.007000000001
15667938,32,628,14913.631
15576360,40,600,14113.679
15628813,43,693,15234.154999999999
15584190,36,704,12002.698
15716449,33,527,13216.828
15759913,43,553,8520.082
15701555,53,575,8490.333
15649124,30,850,12153.518
15812917,35,653,11666.296
15703059,49,549,12482.916000000001
15646196,36,850,15518.056
15585451,32,558,10826.287
15693233,38,666,9981.288
15757521,35,606,13216.426000000001
15812513,45,599,10358.305
15674950,39,544,14240.643
15678572,38,529,9984.25
15610426,39,764,8104.242
15648489,53,487,19968.949
15646609,33,748,14264.543
15813067,45,432,11021.914
15705890,45,674,14207.202
15752375,33,645,14956.461
15597033,37,708,15336.613000000001
15590228,21,715,7646.716
15631848,26,727,12150.828
15707968,36,545,7321.111999999999
15798824,38,671,9267.494
15671591,52,439,9619.624
15707189,36,667,11439.162
15733581,32,831,8026.2660000000005
15641640,33,545,17333.152
15585284,35,604,14728.552
15617866,67,657,11978.547
15667751,36,487,14013.715
15669411,52,750,10746.756
15789425,37,694,9821.804
15570943,35,711,13360.775
15721917,38,559,9513.941
15604314,26,703,9733.119
15658339,37,795,13926.563
15689616,34,586,16809.401
15774224,30,613,13156.388
15646859,47,621,10736.329
15606836,33,782,9449.303
15664150,29,528,17021.423000000003
15624510,52,696,13978.106
15668575,26,626,14861.041000000001
15603246,73,498,17024.170000000002
15804002,33,691,12830.683
15694829,32,680,17545.4
15727311,22,539,10088.592999999999
15570769,69,494,9332.08
15606274,38,594,6317.644
15746139,33,596,13945.167000000001
15704987,52,649,4911.375
15628972,32,699,12390.622
15617482,52,489,13144.151000000002
15621083,57,698,13632.548
15649487,38,578,11315.044
15599081,46,507,10278.516
15705113,34,685,8326.428
15631159,41,705,7225.264
15792818,29,499,14805.151999999998
15633531,76,717,13848.966
15669656,32,632,11158.933
15581198,39,668,12210.479
15729054,32,744,9610.683
15573452,42,663,11593.087
15776733,37,638,12451.366
15689425,35,687,10098.839
15671766,44,599,11857.724
15715541,42,850,11331.111
15776348,20,835,12436.542
15727696,42,592,14724.929
15793813,36,774,10368.819
15694395,29,620,13874.024
15764195,39,519,11190.014
15744919,37,734,15276.024
15671655,31,763,14396.63
15654901,51,733,14155.696
15673619,25,530,16256.032000000001
15595135,29,778,12322.946
15583681,31,616,7666.571000000001
15605000,38,550,14027.899
15679760,46,721,11576.432
15654574,36,499,13114.253
15577178,45,511,6837.527
15595324,39,579,11783.33
15782530,30,681,11109.301
15592877,42,641,13265.755
15651983,56,591,12888.249
15746737,59,565,6912.959
15667265,39,729,12140.464
15655123,45,505,13135.529999999999
15595917,35,580,10209.733
15668385,40,642,15486.314999999999
15709476,41,850,9994.592999999999
15711218,39,616,12170.432
15663939,35,523,13878.276000000002
15631912,30,840,13629.170999999998
15768816,42,570,10785.657000000001
15682268,26,676,10834.866
15684801,47,689,9387.195
15809823,19,491,12586.02
15699284,49,584,17271.344
15710257,39,625,13078.692
15582492,29,535,11236.734
15575694,45,729,9109.106
15756820,26,655,10619.85
15766289,47,751,14266.992999999999
15593014,33,525,11283.335000000001
15672091,32,786,10433.643
15801658,55,580,10430.574
15706185,47,596,14018.710000000001
15720943,45,747,11495.912
15697997,33,602,16470.438000000002
15665416,62,779,11909.655
15739160,41,849,11546.528
15679297,43,628,18492.661
15591433,43,674,8595.788
15642725,32,797,11408.460000000001
15701962,29,590,16693.076
15724423,38,571,10719.382000000001
15574305,36,680,11627.511999999999
15697020,39,618,9106.856
15610801,41,648,12304.921
15792102,42,774,13778.164999999999
15675185,48,697,10812.896
15801247,39,605,10531.773
15725660,20,676,8056.973
15638963,22,678,17485.289
15800061,45,495,8915.894
15668504,36,770,8980.014
15687491,45,817,10120.775
15610403,43,659,10608.642
15666141,26,829,10144.036
15783029,34,671,10660.374
15622833,29,835,13042.02
15750839,29,649,4502.223
15749130,27,621,7429.842999999999
15779862,31,658,13300.303
15679651,37,783,13668.966
15619087,53,762,10252.037
15791174,67,540,8838.201
15602373,44,812,11504.914999999999
15762605,58,685,10479.653999999999
15598840,33,680,12308.208
15757837,33,584,8831.148
15578738,32,609,7187.219
15762228,35,506,11004.693
15614827,42,503,10443.008
15579781,31,806,13865.351
15587013,31,653,10257.503999999999
15570932,43,666,13778.073999999999
15644296,30,740,10520.954
15614420,32,531,10957.021
15609653,44,614,11871.586
15584114,43,678,15339.318
15673367,33,587,13260.336
15774727,34,757,12939.801
15603319,29,693,15135.274
15759066,44,483,13683.649
15814816,40,466,9159.206
15715160,36,439,16553.628
15730448,25,538,6248.295
15662067,40,743,6815.558999999999
15779581,43,734,5585.3330000000005
15689751,31,666,7958.942999999999
15667742,41,627,10088.076
15738448,25,480,17433.035
15680243,19,792,14339.051000000001
15745083,59,613,9141.576
15708228,30,476,13436.642000000002
15708196,60,696,8878.681
15735549,35,810,9681.446
15809347,32,763,16068.041000000001
15654230,31,526,14553.721
15697424,30,597,11937.011
15735878,47,850,13438.151999999998
15707596,74,546,11488.874
15657163,42,623,14933.248000000001
15622478,40,698,10506.174
15666675,39,753,15506.279999999999
15732987,43,721,8879.833999999999
15663161,51,680,14313.987
15593715,27,634,10702.752
15575002,29,676,14072.092999999999
15622171,30,642,8096.457
